Date,Open,High,Low,Close,Volume,SMAVG (15)
2016-07-05 15:30,208.21,208.8,208.15,208.41,18216352,13020283
2016-07-05 14:30,208.03,208.29,207.72,208.21,8975717,12911214
2016-07-05 13:30,207.98,208.35,207.71,208.03,10347400,13289382
2016-07-05 12:30,208.44,208.449,207.98,207.98,5436515,13438385
2016-07-05 11:30,208.41,208.46,208.04,208.44,7456768,14131935
2016-07-05 10:30,208.5,208.77,207.92,208.41,16060619,14832055
2016-07-05 9:30,208.95,209.08,208.13,208.5,20759692,14935506
2016-07-01 15:30,210.055,210.18,209.71,209.9208,15373950,15027276
2016-07-01 14:30,209.77,210.13,209.51,210.06,11370089,15105536
2016-07-01 13:30,209.69,209.95,209.59,209.78,7114936,15008205
2016-07-01 12:30,209.79,210.14,209.67,209.69,6322943,15113774
2016-07-01 11:30,210.06,210.19,209.71,209.79,8783196,15509280
2016-07-01 10:30,210.37,210.49,209.93,210.065,12844186,15900340
2016-07-01 9:30,209.36,210.41,209.29,210.36,19487852,16788738
2016-06-30 15:30,209.21,209.54,208.82,209.46,26754028,17158094
2016-06-30 14:30,208.9,209.28,208.735,209.21,16580317,16841108
2016-06-30 13:30,208.68,209.3,208.55,208.91,14648232,16298306
2016-06-30 12:30,208.69,208.96,208.52,208.68,12582454,16006310
2016-06-30 11:30,207.89,208.8,207.71,208.695,15839760,15843640
2016-06-30 10:30,206.74,208,206.73,207.885,17958568,16027299
2016-06-30 9:30,207.21,207.34,206.56,206.7401,17612388,16945798
2016-06-29 15:30,206.8601,206.87,206.43,206.66,22136244,18075986
2016-06-29 14:30,206.525,206.93,206.36,206.865,16547844,18242348
2016-06-29 13:30,206.05,206.61,206.04,206.52,9910126,18229978
2016-06-29 12:30,206.38,206.39,205.8845,206.04,8698469,18594026
2016-06-29 11:30,205.96,206.43,205.85,206.38,12255532,19442722
2016-06-29 10:30,205.49,205.98,205.36,205.9599,14649093,20871184
2016-06-29 9:30,204.84,205.6,204.72,205.49,26170156,22851880
2016-06-28 15:30,202.56,203.23,202.42,203.18,25028194,24277518
2016-06-28 14:30,201.64,203.06,201.61,202.55,21999256,25072444
2016-06-28 13:30,201.54,201.77,201.35,201.64,8438276,24849302
2016-06-28 12:30,201.64,202.11,201.46,201.5401,10268285,25575690
2016-06-28 11:30,201.23,201.89,201.17,201.635,10142406,26398870
2016-06-28 10:30,201.75,202.02,201.12,201.23,18594642,27751012
2016-06-28 9:30,201.48,202.3,201.25,201.75,31736050,31540262
2016-06-27 15:30,199.05,199.9664,198.93,199.6,34565216,30811018
2016-06-27 14:30,199.48,199.75,198.66,199.05,24631660,29108152
2016-06-27 13:30,199.98,200.06,198.95,199.495,16362306,27885690
2016-06-27 12:30,200.17,200.18,199.37,199.9839,15370851,27210144
2016-06-27 11:30,199.37,200.17,199.3,200.16,21428900,26694922
2016-06-27 10:30,199.49,199.91,198.65,199.37,33682476,25964756
2016-06-27 9:30,201.59,201.6,199.36,199.49,44359520,24714638
2016-06-24 15:30,203.05,204.45,202.98,203.12,47554720,22650686
2016-06-24 14:30,204.02,204.32,202.72,203.04,36952092,20192416
2016-06-24 13:30,204.47,204.96,204,204.02,18652136,18250794
2016-06-24 12:30,204.88,204.98,204.08,204.47,19334100,17743782
2016-06-24 11:30,205.185,205.68,204.55,204.88,22615986,17195550
2016-06-24 10:30,205.92,206.25,204.76,205.18,30424524,16436795
2016-06-24 9:30,203.63,206.905,203.38,205.92,75433392,15088745
2016-06-23 15:30,210,210.87,209.98,210.81,20797390,10747268
2016-06-23 14:30,209.99,210.26,209.95,210.01,9022239,10032983
2016-06-23 13:30,210.05,210.1,209.8,209.99,6294725,9871816
2016-06-23 12:30,210.12,210.16,209.87,210.06,6229112,9775602
2016-06-23 11:30,210.18,210.31,210.05,210.12,7642527,9704844
2016-06-23 10:30,209.7,210.19,209.38,210.16,10476397,9789910
2016-06-23 9:30,209.81,209.9611,209.27,209.69,14930722,9988883
2016-06-22 15:30,208.143,208.36,207.93,208.1,13400234,9947971
2016-06-22 14:30,208.6399,208.715,208.1,208.14,10680657,9594846
2016-06-22 13:30,208.32,208.78,208.28,208.64,7827779,9312999
2016-06-22 12:30,208.57,208.66,208.04,208.32,11046950,9249054
2016-06-22 11:30,209.425,209.425,208.43,208.565,11110606,9007981
2016-06-22 10:30,208.87,209.5,208.82,209.42,11234675,8858700
2016-06-22 9:30,208.65,209.06,208.57,208.88,10203773,9336389
2016-06-21 15:30,208.79,208.82,208.34,208.44,10311234,9650352
2016-06-21 14:30,208.57,208.92,208.38,208.79,10083115,9594701
2016-06-21 13:30,208.2,208.62,208,208.56,6604734,9447942
2016-06-21 12:30,208.4799,208.53,208.13,208.2,4851518,9486110
2016-06-21 11:30,208.3099,208.48,208.02,208.47,5167737,9844841
2016-06-21 10:30,208.14,208.63,207.99,208.31,8918524,10499248
2016-06-21 9:30,208.3,208.42,207.78,208.15,13460991,11494520
2016-06-20 15:30,208.19,208.41,207.75,207.85,14317038,11766701
2016-06-20 14:30,208.5,208.83,208.19,208.2,8103358,11778689
2016-06-20 13:30,208.64,208.91,208.44,208.51,6452952,12128420
2016-06-20 12:30,208.85,209.06,208.55,208.635,6868607,12761677
2016-06-20 11:30,209.17,209.2297,208.73,208.85,7430854,13288722
2016-06-20 10:30,209.32,209.34,209.05,209.17,8871393,13830611
2016-06-20 9:30,208.82,209.61,208.81,209.32,18400012,14701163
2016-06-17 15:30,206.67,206.74,206.42,206.52,14913215,14835500
2016-06-17 14:30,206.735,207.02,206.55,206.67,9476473,14670046
2016-06-17 13:30,206.459,206.76,206.34,206.73,7881718,15064162
2016-06-17 12:30,206.539,206.63,206.035,206.451,7177263,14902291
2016-06-17 11:30,205.81,206.66,205.75,206.54,10232477,14814861
2016-06-17 10:30,206.44,206.58,205.81,205.81,14983838,14779346
2016-06-17 9:30,207.17,207.2,206.445,206.45,23847608,14758478
2016-06-16 15:30,208.34,208.57,208.25,208.37,17543708,14207019
2016-06-16 14:30,207.64,208.42,207.58,208.334,14496864,14133905
2016-06-16 13:30,207.37,208.01,206.99,207.64,13349319,13705328
2016-06-16 12:30,207.15,207.72,206.98,207.36,15951799,13350150
2016-06-16 11:30,206.82,207.3,206.13,207.15,14774286,13248922
2016-06-16 10:30,206.02,206.87,205.59,206.84,15559192,13453260
2016-06-16 9:30,206.73,206.84,205.7,206.025,21929666,13942372
2016-06-15 15:30,208.84,208.89,207.53,207.76,20415076,13626099
2016-06-15 14:30,208.47,208.95,208.27,208.83,12431407,13042770
2016-06-15 13:30,208.63,209.36,208.45,208.4693,15388203,12787234
2016-06-15 12:30,208.61,208.71,208.42,208.63,5453665,12203968
2016-06-15 11:30,208.48,208.75,208.41,208.615,5865804,12730763
2016-06-15 10:30,208.72,208.95,208.48,208.481,9699756,12937354
2016-06-15 9:30,208.54,208.95,208.34,208.73,14670824,13504351
2016-06-14 15:30,207.967,208.21,207.765,208.04,15575714,13773320
2016-06-14 14:30,207.7,208,206.9199,207.967,16446997,13378659
2016-06-14 13:30,207.34,207.74,207.18,207.71,8068207,13214908
2016-06-14 12:30,207.9601,207.97,207.31,207.345,8021655,13094514
2016-06-14 11:30,207.0799,208.04,207.01,207.97,14433375,13051143
2016-06-14 10:30,207.73,207.93,206.94,207.07,17839364,12758994
2016-06-14 9:30,208,208.74,207.52,207.73,22895864,12848387
2016-06-13 15:30,208.82,208.96,208.35,208.44,17185576,11830885
2016-06-13 14:30,209.12,209.48,208.66,208.82,11665132,11104350
2016-06-13 13:30,209.585,209.59,208.97,209.13,8598380,10705026
2016-06-13 12:30,209.41,209.73,209.32,209.59,6639210,10500189
2016-06-13 11:30,209.87,209.9305,209.05,209.41,13355591,10540261
2016-06-13 10:30,210.145,210.37,209.7,209.91,8964661,10254706
2016-06-13 9:30,209.36,210.23,209.34,210.14,18204718,10628983
2016-06-10 15:30,209.76,210.26,209.75,210.07,18705352,10021036
2016-06-10 14:30,209.61,209.8,209.43,209.745,9655797,9328242
2016-06-10 13:30,210.36,210.37,209.46,209.62,13990743,9020744
2016-06-10 12:30,210.19,210.46,210.02,210.362,6262290,8359608
2016-06-10 11:30,210.6165,210.73,210.13,210.19,7371091,8306188
2016-06-10 10:30,210.61,210.86,210.4,210.62,10051143,8339252
2016-06-10 9:30,210.46,210.7,210.1,210.61,19180264,8548133
2016-06-09 15:30,212.04,212.22,212,212.08,7633324,8315004
2016-06-09 14:30,211.76,212.14,211.75,212.04,6287557,8213362
2016-06-09 13:30,211.92,211.98,211.53,211.76,5675268,8040852
2016-06-09 12:30,211.451,211.98,211.41,211.915,5525833,7869114
2016-06-09 11:30,211.4125,211.49,211.19,211.45,7240281,7769639
2016-06-09 10:30,211.41,211.76,211.27,211.4108,9072265,7802043
2016-06-09 9:30,211.51,211.8,211.31,211.41,14578819,7844515
2016-06-08 15:30,212.28,212.43,212.21,212.33,9085506,7431125
2016-06-08 14:30,212.3702,212.52,212.26,212.285,8313454,7255647
2016-06-08 13:30,212.02,212.38,211.98,212.38,5043324,7138706
2016-06-08 12:30,212.26,212.33,212.02,212.02,4073696,7481104
2016-06-08 11:30,211.881,212.3,211.881,212.26,5460993,7565301
2016-06-08 10:30,211.9,212.1701,211.6899,211.88,7867046,7602151
2016-06-08 9:30,211.84,212.42,211.76,211.9,13184363,7789528
2016-06-07 15:30,211.96,211.97,211.54,211.68,15683334,7791494
2016-06-07 14:30,212.21,212.225,211.865,211.95,6108692,7440404
2016-06-07 13:30,212.32,212.34,212.08,212.22,3699908,7473816
2016-06-07 12:30,212.19,212.33,212.17,212.31,3099195,7634529
2016-06-07 11:30,212.145,212.21,212.01,212.19,4033698,8011780
2016-06-07 10:30,211.99,212.15,211.79,212.15,7726348,8519246
2016-06-07 9:30,211.525,211.99,211.5,211.99,9709341,9443152
2016-06-06 15:30,211.5,211.64,211.3,211.41,8377979,9499699
2016-06-06 14:30,211.705,211.74,211.5,211.5,6453324,9329300
2016-06-06 13:30,211.17,211.77,211.1,211.71,6559348,9357485
2016-06-06 12:30,211.08,211.32,210.51,211.18,10179297,9263699
2016-06-06 11:30,211.28,211.45,210.99,211.08,5336643,8946295
2016-06-06 10:30,211.155,211.445,211.155,211.29,6013748,9091745
2016-06-06 9:30,210.7,211.38,210.5607,211.16,10677703,9426139
2016-06-03 15:30,210.49,210.6,210.18,210.28,13213844,9374933
2016-06-03 14:30,210.23,210.69,210.21,210.5,10416993,8964688
2016-06-03 13:30,209.82,210.28,209.72,210.23,6609868,8635173
2016-06-03 12:30,210.07,210.23,209.73,209.81,6110599,8496735
2016-06-03 11:30,209.52,210.22,209.47,210.07,8757966,8507384
2016-06-03 10:30,209.055,209.75,209.02,209.51,11645694,8674451
2016-06-03 9:30,210.25,210.37,208.86,209.06,21584940,8866663
2016-06-02 15:30,210.71,210.93,210.5,210.91,10557534,9055151
2016-06-02 14:30,210.54,210.71,210.42,210.71,5822006,8964022
2016-06-02 13:30,210.17,210.67,210.12,210.55,6876099,9173855
2016-06-02 12:30,209.91,210.32,209.78,210.175,5152552,9095450
2016-06-02 11:30,209.93,210.19,209.81,209.91,5418229,9241302
2016-06-02 10:30,209.615,210.09,209.58,209.925,7518396,9665185
2016-06-02 9:30,209.8,209.91,209.2399,209.615,11029668,9945343
2016-06-01 15:30,210.4099,210.46,210.14,210.27,9909607,9931769
2016-06-01 14:30,210.22,210.48,209.98,210.41,7060162,9691557
2016-06-01 13:30,209.97,210.34,209.69,210.22,5474274,9796530
2016-06-01 12:30,209.96,210.19,209.802,209.97,4533301,9685488
2016-06-01 11:30,209.79,210.09,209.61,209.96,6270329,9713660
2016-06-01 10:30,209.35,210.05,209.3,209.7988,11263980,9704685
2016-06-01 9:30,209.12,209.68,208.89,209.36,14528865,9562194
2016-05-31 15:30,209.68,210.27,209.67,209.84,24412268,9030682
2016-05-31 14:30,209.48,209.68,209.18,209.67,9190595,7733040
2016-05-31 13:30,210,210.01,209.21,209.475,8969506,7377721
2016-05-31 12:30,209.76,210.01,209.62,210,5700016,7011685
2016-05-31 11:30,209.99,210.1,209.65,209.765,7340333,6900244
2016-05-31 10:30,210.6,210.68,209.84,210,11776468,6925011
2016-05-31 9:30,210.56,210.69,210.29,210.61,11720771,6907809
2016-05-27 15:30,209.93,210.25,209.91,210.24,10826055,6827634
2016-05-27 14:30,209.85,209.95,209.66,209.93,6306437,6696024
2016-05-27 13:30,209.8999,209.95,209.52,209.85,8634749,6593649
2016-05-27 12:30,210.05,210.05,209.86,209.9,3808645,6347880
2016-05-27 11:30,209.96,210.1,209.9,210.05,4955890,6438472
2016-05-27 10:30,209.7999,209.97,209.68,209.96,6135698,6781775
2016-05-27 9:30,209.53,209.94,209.47,209.8,9126620,7483217
2016-05-26 15:30,209.47,209.51,209.26,209.34,6556182,8024429
2016-05-26 14:30,209.44,209.6,209.36,209.48,4947633,8159024
2016-05-26 13:30,209.32,209.52,209.24,209.44,3860812,8221127
2016-05-26 12:30,209.17,209.37,209.06,209.32,3478965,8290332
2016-05-26 11:30,209.335,209.4,209.1,209.17,4028405,8427861
2016-05-26 10:30,209.35,209.53,208.97,209.331,7711830,8906731
2016-05-26 9:30,209.44,209.71,209.01,209.345,11518435,9614195
2016-05-25 15:30,209.7589,209.7608,209.22,209.28,10518146,9504514
2016-05-25 14:30,209.52,209.77,209.16,209.7589,8851904,9130662
2016-05-25 13:30,209.6,209.65,209.41,209.51,4770823,8816549
2016-05-25 12:30,209.17,209.66,209.13,209.6,4948208,8780474
2016-05-25 11:30,209.23,209.38,209.13,209.1792,5167527,8779404
2016-05-25 10:30,209.4997,209.63,209.18,209.23,10105437,8842234
2016-05-25 9:30,208.67,209.71,208.62,209.4995,16657325,8975449
2016-05-24 15:30,208.11,208.13,207.83,207.87,17244800,8691612
2016-05-24 14:30,207.68,208.24,207.61,208.1,8575113,8182127
2016-05-24 13:30,207.79,207.83,207.55,207.68,5879165,8069447
2016-05-24 12:30,207.675,207.96,207.61,207.78,4898898,7996968
2016-05-24 11:30,207.625,207.835,207.49,207.68,5541892,8166700
2016-05-24 10:30,207.38,207.75,207.36,207.63,11211469,8369694
2016-05-24 9:30,206.17,207.43,206.14,207.385,18323776,9053220
2016-05-23 15:30,205.31,205.49,204.985,205.21,9873222,8708083
2016-05-23 14:30,205.68,205.74,205.25,205.31,4910367,8738733
2016-05-23 13:30,205.54,205.7307,205.405,205.685,4140218,9105821
2016-05-23 12:30,205.42,205.68,205.25,205.55,4229698,9297361
2016-05-23 11:30,205.67,205.71,205.1401,205.428,4932153,9751860
2016-05-23 10:30,205.56,205.7,205.29,205.67,6109975,10736416
2016-05-23 9:30,205.51,205.84,205.2,205.551,12103658,11917319
2016-05-20 15:30,205.11,205.51,205.1,205.49,12399775,12138596
2016-05-20 14:30,205.7603,205.8,205.04,205.1,9602520,12916664
2016-05-20 13:30,205.55,205.78,205.28,205.7603,6884909,14002871
2016-05-20 12:30,205.795,205.92,205.55,205.558,4791988,13984632
2016-05-20 11:30,205.9008,206.1,205.68,205.795,7444883,14229896
2016-05-20 10:30,205.49,205.99,205.47,205.919,8586791,14441020
2016-05-20 9:30,204.92,205.95,204.86,205.49,21464360,14998756
2016-05-19 15:30,204.145,204.41,203.98,204.2,13146730,15012914
2016-05-19 14:30,204.13,204.4,203.545,204.145,10332970,15450023
2016-05-19 13:30,203.5675,204.1801,203.53,204.125,10416694,15743049
2016-05-19 12:30,203.33,203.57,203.02,203.57,7013317,15482057
2016-05-19 11:30,203.14,203.63,202.8108,203.3392,11047177,15434921
2016-05-19 10:30,203.43,203.72,202.78,203.1489,19700492,15325887
2016-05-19 9:30,204.06,204.54,202.94,203.435,23823520,15163564
2016-05-18 15:30,204.09,204.98,204.04,204.91,15422807,14633611
2016-05-18 14:30,203.89,205.14,203.63,204.09,24070800,14176836
2016-05-18 13:30,206.12,206.3,203.86,203.89,25895624,13032970
2016-05-18 12:30,205.3,206.22,205.3,206.115,6611324,11645295
2016-05-18 11:30,205.53,205.76,205.22,205.3,8470944,11638339
2016-05-18 10:30,205.57,205.61,204.98,205.52,10611748,11645736
2016-05-18 9:30,204.44,205.71,204.16,205.57,16952834,11906555
2016-05-17 15:30,204.46,204.94,204.38,204.92,21676728,11654131
2016-05-17 14:30,204.61,205.12,204.23,204.46,19703364,11082006
2016-05-17 13:30,205.86,206.01,204.33,204.61,14728363,10617195
2016-05-17 12:30,205.96,206.04,205.65,205.862,6501807,10022197
2016-05-17 11:30,206.07,206.57,205.87,205.97,6306277,10005033
2016-05-17 10:30,206.01,206.52,205.825,206.07,9411670,10450655
2016-05-17 9:30,206.46,206.8,205.76,206.01,17265652,10928041
2016-05-16 15:30,207.08,207.09,206.71,206.78,15874229,10528226
2016-05-16 14:30,207.17,207.34,207.07,207.083,8571170,10065968
2016-05-16 13:30,206.6799,207.21,206.48,207.17,6912811,10267177
2016-05-16 12:30,206.325,206.75,206.28,206.679,5080505,10248009
2016-05-16 11:30,206.26,206.665,206.2492,206.32,6506989,10522745
2016-05-16 10:30,205.71,206.35,205.67,206.26,8581899,10994150
2016-05-16 9:30,204.96,205.83,204.89,205.72,14524021,11484322
2016-05-13 15:30,204.74,205.026,204.67,204.76,13166473,11453643
2016-05-13 14:30,204.77,204.94,204.38,204.74,13094864,11097706
2016-05-13 13:30,205.5,205.615,204.61,204.78,12731201,10814781
2016-05-13 12:30,206.27,206.39,205.47,205.51,5803391,10280992
2016-05-13 11:30,206.7,206.7199,206.06,206.27,6244341,10233222
2016-05-13 10:30,206.04,206.755,205.67,206.69,12990616,10715269
2016-05-13 9:30,206.21,206.86,205.82,206.04,16572446,10643016
2016-05-12 15:30,206.82,206.86,206.28,206.56,11268439,10570055
2016-05-12 14:30,206.82,207.18,206.64,206.825,8940355,10364458
2016-05-12 13:30,206.04,206.92,205.66,206.8211,11589309,10063447
2016-05-12 12:30,205.73,206.18,205.45,206.04,6625285,9568430
2016-05-12 11:30,205.811,205.98,205.37,205.73,9201552,9496033
2016-05-12 10:30,206.58,206.7,205.6,205.818,13578060,9484609
2016-05-12 9:30,207.29,207.4899,206.41,206.585,15934482,9544540
2016-05-11 15:30,206.84,206.9601,206.5,206.5,14063832,9225472
2016-05-11 14:30,207.02,207.07,206.67,206.845,7827415,8715360
2016-05-11 13:30,207.39,207.445,206.82,207.03,8850991,8561697
2016-05-11 12:30,207.62,207.77,207.26,207.38,4724364,8266579
2016-05-11 11:30,207.67,207.8,207.43,207.625,5086844,8298648
2016-05-11 10:30,208.12,208.33,207.39,207.66,13475050,8590447
2016-05-11 9:30,207.91,208.54,207.56,208.12,11906810,8666226
2016-05-10 15:30,208.23,208.47,208.13,208.45,15478030,8561847
2016-05-10 14:30,208.02,208.31,207.96,208.23,8184488,8093855
2016-05-10 13:30,207.7999,208.05,207.75,208.02,4425191,8128134
2016-05-10 12:30,207.94,207.975,207.71,207.795,4164061,8259913
2016-05-10 11:30,207.51,207.96,207.505,207.935,5539323,8342038
2016-05-10 10:30,207.31,207.75,207.26,207.51,9030201,8870093
2016-05-10 9:30,206.72,207.45,206.64,207.31,14477021,9455680
2016-05-09 15:30,206.14,206.19,205.74,205.885,11148462,9133782
2016-05-09 14:30,205.95,206.4,205.92,206.13,6412149,8951628
2016-05-09 13:30,206.01,206.16,205.69,205.935,5522474,9094233
2016-05-09 12:30,205.93,206.14,205.695,206.01,4424209,9194076
2016-05-09 11:30,205.54,205.96,205.42,205.925,5205405,9209789
2016-05-09 10:30,205.71,206.02,205.36,205.54,9463835,9365567
2016-05-09 9:30,205.57,206.39,205.48,205.71,14611732,9608174
2016-05-06 15:30,205.58,205.73,205.27,205.72,10341120,9544378
2016-05-06 14:30,205.56,205.77,205.41,205.58,8458152,9404298
2016-05-06 13:30,204.94,205.74,204.78,205.555,8698671,9412147
2016-05-06 12:30,204.34,205.08,204.22,204.94,6401883,9237375
2016-05-06 11:30,204.65,204.73,204.27,204.3362,5395935,9297286
2016-05-06 10:30,204.48,204.71,203.88,204.65,13460146,9727004
2016-05-06 9:30,204.06,205.17,204,204.49,17814012,10206620
2016-05-05 15:30,204.88,205,204.68,204.97,9648548,9903782
2016-05-05 14:30,204.85,205.09,204.54,204.89,8416149,9803740
2016-05-05 13:30,204.54,204.98,204.47,204.86,8551217,9931791
2016-05-05 12:30,205.4,205.47,204.49,204.55,7020131,9975405
2016-05-05 11:30,205.195,205.74,205.17,205.4,4659903,10096350
2016-05-05 10:30,205.32,205.588,205.05,205.1801,7542075,10496607
2016-05-05 9:30,205.56,205.98,205.24,205.33,13102935,11352327
2016-05-04 15:30,204.88,205.33,204.87,205.0008,13654792,11137370
2016-05-04 14:30,205,205.1,204.69,204.88,8239921,10611019
2016-05-04 13:30,205.04,205.055,204.42,205,8575885,10378380
2016-05-04 12:30,205.08,205.17,204.6,205.03,6077097,10156882
2016-05-04 11:30,204.73,205.27,204.62,205.09,7300540,10137810
2016-05-04 10:30,205.35,205.58,204.62,204.74,11841705,10175376
2016-05-04 9:30,204.99,205.85,204.72,205.33,20654396,10369576
2016-05-03 15:30,206.06,206.32,205.75,206.19,13271429,10853084
2016-05-03 14:30,206.31,206.52,205.9,206.07,8147927,10874292
2016-05-03 13:30,206.47,206.8,206.05,206.31,10336912,11055589
2016-05-03 12:30,205.7501,206.48,205.73,206.47,9205431,10979120
2016-05-03 11:30,205.51,205.97,205.28,205.75,8834303,11262130
2016-05-03 10:30,205.93,205.9408,205.42,205.51,10663757,11543665
2016-05-03 9:30,206.52,206.64,205.51,205.93,20377876,12173358
2016-05-02 15:30,207.905,208.18,207.76,207.99,9878581,12262913
2016-05-02 14:30,207.74,207.94,207.6,207.91,5759525,12715601
2016-05-02 13:30,207.62,207.84,207.55,207.743,4750339,12655559
2016-05-02 12:30,206.95,207.62,206.91,207.61,5253411,12794436
2016-05-02 11:30,207.14,207.3,206.7789,206.95,5791021,12789475
2016-05-02 10:30,207.135,207.37,206.69,207.14,7864024,12957370
2016-05-02 9:30,206.92,207.32,206.41,207.145,14754706,13389140
2016-04-29 15:30,205.7,206.81,205.695,206.4,27907022,13235551
2016-04-29 14:30,205.54,206,205.18,205.7,13589543,12184342
2016-04-29 13:30,206.01,206.05,205.03,205.55,10867383,12190218
2016-04-29 12:30,205.64,206.2,205.53,206.0108,9189878,11730792
2016-04-29 11:30,205.56,205.72,205.06,205.63,13450577,11451766
2016-04-29 10:30,206.36,206.78,205.55,205.57,13057331,11073092
2016-04-29 9:30,206.72,207.13,205.82,206.36,20109152,10954917
2016-04-28 15:30,207.08,207.71,206.96,207.52,21721196,10191359
2016-04-28 14:30,209.15,209.2,207.01,207.08,16668901,9177487
2016-04-28 13:30,209.255,209.4,208.9901,209.15,4858902,8318132
2016-04-28 12:30,209.42,209.69,209.06,209.25,6833488,8229928
2016-04-28 11:30,209.63,209.76,209.35,209.42,5179001,8161558
2016-04-28 10:30,209.1299,209.7,209,209.63,8309439,8395468
2016-04-28 9:30,208.46,209.36,208.19,209.12,14340580,8724469
2016-04-27 15:30,209.6789,209.81,209.24,209.35,12450872,8419127
2016-04-27 14:30,209.185,209.8,208.76,209.67,12138881,8015249
2016-04-27 13:30,208.5,209.42,208.2,209.18,13677690,7513262
2016-04-27 12:30,208.935,208.96,208.49,208.5,3975994,7013480
2016-04-27 11:30,208.56,209,208.55,208.9389,5004493,7009524
2016-04-27 10:30,208.26,208.57,208.05,208.55,7770460,7258386
2016-04-27 9:30,208.47,209.08,208.25,208.27,11284707,7566574
2016-04-26 15:30,208.64,209,208.64,208.9192,8655778,7628522
2016-04-26 14:30,208.58,208.93,208.39,208.64,6513124,7599871
2016-04-26 13:30,208.77,208.89,208.5,208.57,3778573,7752299
2016-04-26 12:30,209.04,209.08,208.6,208.775,3535832,7754945
2016-04-26 11:30,208.77,209.14,208.64,209.04,5807947,7968999
2016-04-26 10:30,208.71,208.82,208.36,208.77,8687644,8446079
2016-04-26 9:30,209.04,209.52,208.71,208.72,13244461,8915565
2016-04-25 15:30,208.15,208.66,208.065,208.6108,9760450,8765436
2016-04-25 14:30,208.21,208.33,207.96,208.14,6392698,8699373
2016-04-25 13:30,208.305,208.37,207.9525,208.21,4609077,8769042
2016-04-25 12:30,207.915,208.49,207.8,208.31,6180951,8832341
2016-04-25 11:30,208.005,208.03,207.715,207.91,3916655,8853904
2016-04-25 10:30,207.7311,208.035,207.54,208.009,8737422,9075735
2016-04-25 9:30,208.26,208.57,207.66,207.7311,12393287,9394194
2016-04-22 15:30,208.91,209.02,208.71,209.02,12213928,9378851
2016-04-22 14:30,209.03,209.08,208.66,208.9041,8226019,9078378
2016-04-22 13:30,208.18,209.08,208.171,209.0399,8799540,8964115
2016-04-22 12:30,208.08,208.37,208.01,208.19,3818259,8703101
2016-04-22 11:30,208.12,208.5,208.05,208.08,6746650,8848716
2016-04-22 10:30,208.66,208.85,207.91,208.14,12964148,9069643
2016-04-22 9:30,208.55,209.29,208.5,208.66,15729926,8880226
2016-04-21 15:30,208.7,209.14,208.6908,208.97,10992524,8752546
2016-04-21 14:30,208.97,209.16,208.65,208.69,8769509,8563783
2016-04-21 13:30,209.19,209.43,208.93,208.98,7437736,8445374
2016-04-21 12:30,209.48,209.7,209.19,209.2,5558559,8473864
2016-04-21 11:30,209.9299,209.9516,209.29,209.49,6504403,8745902
2016-04-21 10:30,209.665,210.17,209.5301,209.93,7244122,8892949
2016-04-21 9:30,210.12,210.25,209.34,209.67,13514302,9570117
2016-04-20 15:30,210.52,210.55,210,210.1,12163138,9503751
2016-04-20 14:30,210.7,210.92,210.51,210.529,7706829,9155457
2016-04-20 13:30,210.4,210.83,210.386,210.705,6512080,9017620
2016-04-20 12:30,210.255,210.5,210.18,210.4,4884332,8987491
2016-04-20 11:30,210.3219,210.47,210.135,210.255,6002486,9124249
2016-04-20 10:30,209.79,210.39,209.39,210.32,10060547,9252409
2016-04-20 9:30,209.95,210.07,209.67,209.8,10122900,9601200
2016-04-19 15:30,209.81,209.92,209.67,209.9,13814717,9882310
2016-04-19 14:30,209.57,209.88,209.45,209.8,8161089,9424299
2016-04-19 13:30,209.49,209.83,209.38,209.561,6993364,9302276
2016-04-19 12:30,209.19,209.59,208.94,209.499,7865088,9134580
2016-04-19 11:30,209.76,209.93,208.97,209.191,9639129,8878492
2016-04-19 10:30,209.99,210.17,209.72,209.76,8710109,8658218
2016-04-19 9:30,209.74,210.2,209.47,209.985,17401650,8811709
2016-04-18 15:30,209.04,209.28,209,209.25,12518807,8147875
2016-04-18 14:30,208.94,209.27,208.92,209.04,6938734,7696239
2016-04-18 13:30,208.81,209.09,208.75,208.94,5639273,7714829
2016-04-18 12:30,208.9,209.115,208.68,208.815,6060146,7734649
2016-04-18 11:30,208.7,208.96,208.61,208.8999,6935701,7747164
2016-04-18 10:30,208.55,208.84,208.5,208.68,7924875,7786946
2016-04-18 9:30,207.14,208.57,207,208.55,15292417,8149825
2016-04-15 15:30,207.88,207.95,207.66,207.78,14339553,8112194
2016-04-15 14:30,207.68,207.93,207.62,207.88,6944545,7719443
2016-04-15 13:30,207.69,207.69,207.4,207.68,6330750,7857920
2016-04-15 12:30,207.965,207.98,207.605,207.69,4477919,7833504
2016-04-15 11:30,208.02,208.04,207.87,207.97,4023777,8240906
2016-04-15 10:30,207.82,208.09,207.8,208.01,6335011,8905872
2016-04-15 9:30,208.01,208.11,207.58,207.825,11012471,9593618
2016-04-14 15:30,208.07,208.27,207.94,208.01,7444142,10041419
2016-04-14 14:30,208.16,208.25,207.9,208.07,5744268,10345644
2016-04-14 13:30,208.2765,208.33,207.96,208.165,7217590,10512981
2016-04-14 12:30,208.32,208.6,208.17,208.26,5936566,10474006
2016-04-14 11:30,208.08,208.41,208.06,208.32,6247878,10555043
2016-04-14 10:30,208.01,208.2,207.78,208.0799,7532419,11527113
